"","Path","Certification date","City","State","Country","Rating system","Version","Certification level"
"Serenity - 101 South Huntington Ave","https://www.usgbc.org/projects/serenity-101-south-huntington-ave","3 Nov 2017","Boston","Massachusetts [MA]","United States [us]","New Construction","v2009","Gold"
"Flats West Phase II","https://www.usgbc.org/projects/flats-west-phase-ii","19 Oct 2017","Northampton","Massachusetts [MA]","United States [us]","Homes","v2008","Gold"
"1282 Boylston Street","https://www.usgbc.org/projects/1282-boylston-street","17 Nov 2017","Boston","Massachusetts [MA]","United States [us]","New Construction","v2009","Gold"
"Autodesk Boston Office Project","https://www.usgbc.org/projects/autodesk-boston-office-project","22 Nov 2017","Boston","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Platinum"
"Curry College Residence Hall","https://www.usgbc.org/projects/curry-college-residence-hall","2 Dec 2017","Milton","Massachusetts [MA]","United States [us]","New Construction","v2009","Silver"
"LINX - 490 Arsenal Way","https://www.usgbc.org/projects/linx-490-arsenal-way","28 Nov 2017","Watertown","Massachusetts [MA]","United States [us]","Core and Shell","v2009","Gold"
"Edgartown Public Library","https://www.usgbc.org/projects/edgartown-public-library","4 Dec 2017","Edgartown","Massachusetts [MA]","United States [us]","New Construction","v2009","Silver"
"50+60 Binney Street","https://www.usgbc.org/projects/5060-binney-street","13 Dec 2017","Cambridge","Massachusetts [MA]","United States [us]","Core and Shell","v2009","Gold"
"Ruth Mulan Chu Chao Center","https://www.usgbc.org/projects/ruth-mulan-chu-chao-center","20 Dec 2017","Boston","Massachusetts [MA]","United States [us]","New Construction","v2009","Gold"
"Pulichino Tong Business Center","https://www.usgbc.org/projects/pulichino-tong-business-center","21 Dec 2017","Lowell","Massachusetts [MA]","United States [us]","New Construction","v2009","Gold"
"130 Cambridge Park Drive","https://www.usgbc.org/projects/130-cambridge-park-drive","21 Dec 2017","Cambridge","Massachusetts [MA]","United States [us]","Mid-rise","v2008","Gold"
"FAS MCZ HEB 5th Floor Office Suite","https://www.usgbc.org/projects/fas-mcz-heb-5th-floor-office-suite","22 Jan 2018","Cambridge","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Gold"
"NORTHEASTERN UNIVERSITY DEAN SUITE COE","https://www.usgbc.org/projects/northeastern-university-dean-suite-coe","23 Jan 2018","Boston","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Silver"
"Willam H. Taylor Elementary School","https://www.usgbc.org/projects/willam-h-taylor-elementary-school","1 Feb 2018","New Bedford","Massachusetts [MA]","United States [us]","Schools - New Construction","v2009","Certified"
"FAS PMAE Anthropology Dept 5th Floor","https://www.usgbc.org/projects/fas-pmae-anthropology-dept-5th-floor","2 Feb 2018","Cambridge","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Gold"
"MassDOT Central Facility","https://www.usgbc.org/projects/massdot-central-facility","6 Feb 2018","Hopkinton","Massachusetts [MA]","United States [us]","New Construction","v2009","Gold"
"MWC1201 Mt Wachusett CC Haley Addition","https://www.usgbc.org/projects/mwc1201-mt-wachusett-cc-haley-addition","6 Feb 2018","Gardner","Massachusetts [MA]","United States [us]","New Construction","v2009","Gold"
"1000 Boylston","https://www.usgbc.org/projects/1000-boylston","","Boston","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"MIT Building 2 Chemistry","https://www.usgbc.org/projects/mit-building-2-chemistry","14 Feb 2018","Cambridge","Massachusetts [MA]","United States [us]","New Construction","v2009","Silver"
"NECC Allied Health Tech Building","https://www.usgbc.org/projects/necc-allied-health-tech-building","16 Feb 2018","Lawrence","Massachusetts [MA]","United States [us]","New Construction","v2009","Silver"
"Codman Academy K1-8 Charter School","https://www.usgbc.org/projects/codman-academy-k18-charter-school","26 Feb 2018","Dorchester","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Gold"
"Leverett House - McKinlock Hall","https://www.usgbc.org/projects/leverett-house-mckinlock-hall","6 Mar 2018","Cambridge","Massachusetts [MA]","United States [us]","New Construction","v2009","Gold"
"Fan Pier Parcel C","https://www.usgbc.org/projects/fan-pier-parcel-c","7 Mar 2018","Boston","Massachusetts [MA]","United States [us]","New Construction","v2009","Silver"
"NSMC Campus Consolidation Addition","https://www.usgbc.org/projects/nsmc-campus-consolidation-addition","","Salem","Massachusetts [MA]","United States [us]","Healthcare","v2009",""
"100 Binney Street","https://www.usgbc.org/projects/100-binney-street","2 Apr 2018","Cambridge","Massachusetts [MA]","United States [us]","Core and Shell","v2009","Gold"
"The Harlo","https://www.usgbc.org/projects/harlo","13 Apr 2018","Boston","Massachusetts [MA]","United States [us]","New Construction","v2009","Gold"
"Forest Hills Building A","https://www.usgbc.org/projects/forest-hills-building","20 Apr 2018","Boston","Massachusetts [MA]","United States [us]","New Construction","v2009","Silver"
"Tufts Science and Engineering Complex","https://www.usgbc.org/projects/tufts-science-and-engineering-complex","24 Apr 2018","Medford","Massachusetts [MA]","United States [us]","New Construction","v2009","Gold"
"Price Chopper - Webster","https://www.usgbc.org/projects/price-chopper-webster","9 Jun 2015","Webster","Massachusetts [MA]","United States [us]","Retail - New Construction","v2009","Silver"
"Encore Boston Harbor","https://www.usgbc.org/projects/encore-boston-harbor","","Everett","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"J. Henry Higgins Middle School","https://www.usgbc.org/projects/j-henry-higgins-middle-school","18 May 2018","Peabody","Massachusetts [MA]","United States [us]","Schools - New Construction","v2009","Silver"
"115 Hartwell Lexington","https://www.usgbc.org/projects/115-hartwell-lexington","19 May 2018","Lexington","Massachusetts [MA]","United States [us]","Core and Shell","v2009","Certified"
"EY Boston","https://www.usgbc.org/projects/ey-boston","22 May 2018","Boston","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Gold"
"Parcel 1B","https://www.usgbc.org/projects/parcel-1b","18 Jun 2018","Boston","Massachusetts [MA]","United States [us]","New Construction","v2009","Gold"
"Emerson Boylston Place","https://www.usgbc.org/projects/emerson-boylston-place","20 Jun 2018","Boston","Massachusetts [MA]","United States [us]","New Construction","v2009","Gold"
"109 Olander Dr","https://www.usgbc.org/projects/109-olander-dr","11 Jun 2018","Northampton","Massachusetts [MA]","United States [us]","Homes","v2008","Platinum"
"Flats East Phase III","https://www.usgbc.org/projects/flats-east-phase-iii","15 Jun 2018","Northampton","Massachusetts [MA]","United States [us]","Homes","v2008","Gold"
"Presentation School Foundation","https://www.usgbc.org/projects/presentation-school-foundation","16 Jul 2018","Brighton","Massachusetts [MA]","United States [us]","Core and Shell","v2.0","Gold"
"Westfield State New Science Center","https://www.usgbc.org/projects/westfield-state-new-science-center","31 Jul 2018","Westfield","Massachusetts [MA]","United States [us]","New Construction","v2009","Silver"
"Building 31","https://www.usgbc.org/projects/building-31-1","2 Aug 2018","Cambridge","Massachusetts [MA]","United States [us]","New Construction","v2009","Gold"
"19 & 21 Field Street","https://www.usgbc.org/projects/19-21-field-street","2 Nov 2007","Cambridge","Massachusetts [MA]","United States [us]","Homes","v2008","Platinum"
"SSU Mainstage Theater Upgrade SSA1201DC1","https://www.usgbc.org/projects/ssu-mainstage-theater-upgrade-ssa1201dc1","27 Aug 2018","Salem","Massachusetts [MA]","United States [us]","New Construction","v2009","Gold"
"200 Pier 4 Boulevard","https://www.usgbc.org/projects/200-pier-4-boulevard","6 Sep 2018","boston","Massachusetts [MA]","United States [us]","Core and Shell","v2009","Gold"
"Boston University CILSE","https://www.usgbc.org/projects/boston-university-cilse","12 Sep 2018","Boston","Massachusetts [MA]","United States [us]","New Construction","v2009","Gold"
"Jimmy Fund Pediatric Clinic and MRI","https://www.usgbc.org/projects/jimmy-fund-pediatric-clinic-and-mri","13 Sep 2018","Boston","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Silver"
"CitySquare: Building H","https://www.usgbc.org/projects/citysquare-building-h-0","30 Oct 2013","Worcester","Massachusetts [MA]","United States [us]","Core and Shell","v2009","Silver"
"Keurig Green Mountain 63 South Ave","https://www.usgbc.org/projects/keurig-green-mountain-63-south-ave","11 Mar 2014","Burlington","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Gold"
"22 Water Street Residences","https://www.usgbc.org/projects/22-water-street-residences","3 Dec 2015","Cambridge","Massachusetts [MA]","United States [us]","New Construction","v2009","Silver"
"Tozzer Library Harvard FAS","https://www.usgbc.org/projects/tozzer-library-harvard-fas","29 Sep 2015","Cambridge","Massachusetts [MA]","United States [us]","New Construction","v2009","Gold"
"EBNHC Maverick Square","https://www.usgbc.org/projects/ebnhc-maverick-square","15 Mar 2013","East Boston","Massachusetts [MA]","United States [us]","New Construction","v2009","Gold"
"Red Hat Addition","https://www.usgbc.org/projects/red-hat-addition","14 Sep 2016","Westford","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Certified"
"NMH Admissions","https://www.usgbc.org/projects/nmh-admissions","1 Feb 2011","Mount Hermon","Massachusetts [MA]","United States [us]","New Construction","v2.2","Gold"
"Dassault Systemes Boston Campus","https://www.usgbc.org/projects/dassault-systemes-boston-campus","30 Sep 2013","Waltham","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Platinum"
"Berklee 160 Massachusetts Avenue","https://www.usgbc.org/projects/berklee-160-massachusetts-avenue","4 Nov 2015","Boston","Massachusetts [MA]","United States [us]","New Construction","v2009","Gold"
"Price Chopper - Gardner","https://www.usgbc.org/projects/price-chopper-gardner","","Gardner","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"MA Green High Performance Computing Ctr","https://www.usgbc.org/projects/ma-green-high-performance-computing-ctr","28 Aug 2013","Holyoke","Massachusetts [MA]","United States [us]","New Construction","v2009","Platinum"
"Commons at Southfield Highlands Bldg 1","https://www.usgbc.org/projects/commons-southfield-highlands-bldg-1","1 May 2013","South Weymouth","Massachusetts [MA]","United States [us]","New Construction","v2009","Silver"
"130 Brookline Street","https://www.usgbc.org/projects/130-brookline-street","25 Feb 2014","Cambridge","Massachusetts [MA]","United States [us]","Core and Shell","v2009","Gold"
"404 Wyman Street","https://www.usgbc.org/projects/404-wyman-street","4 Apr 2014","Waltham","Massachusetts [MA]","United States [us]","Existing Buildings","v2009","Gold"
"Nantucket Dreamland Theater","https://www.usgbc.org/projects/nantucket-dreamland-theater","11 Dec 2015","Nantucket","Massachusetts [MA]","United States [us]","New Construction","v2009","Certified"
"Atria Woodbriar","https://www.usgbc.org/projects/atria-woodbriar","20 Dec 2013","Falmouth","Massachusetts [MA]","United States [us]","New Construction","v2.2","Gold"
"Longfellow Hall Basement","https://www.usgbc.org/projects/longfellow-hall-basement","18 Aug 2010","Cambridge","Massachusetts [MA]","United States [us]","Commercial Interiors","v2.0","Silver"
"MIT E25 Basement - Animal Facility","https://www.usgbc.org/projects/mit-e25-basement-animal-facility","27 Aug 2015","Cambridge","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Gold"
"185 Franklin Street","https://www.usgbc.org/projects/185-franklin-street","15 Jun 2015","Boston","Massachusetts [MA]","United States [us]","Core and Shell","v2.0","Silver"
"315 on A","https://www.usgbc.org/projects/315","21 Apr 2014","Boston","Massachusetts [MA]","United States [us]","New Construction","v2009","Gold"
"Seekonk","https://www.usgbc.org/projects/seekonk","21 Dec 2012","Seekonk","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Certified"
"Price Chopper - Gardner MA","https://www.usgbc.org/projects/price-chopper-gardner-ma","","Gardner","Massachusetts [MA]","United States [us]","Retail - New Construction","v2009",""
"MassArt Residence Hall: Tree House","https://www.usgbc.org/projects/massart-residence-hall-tree-house","28 Apr 2015","Boston","Massachusetts [MA]","United States [us]","New Construction","v2009","Gold"
"5 Western Avenue","https://www.usgbc.org/projects/5-western-avenue","8 Sep 2015","Cambridge","Massachusetts [MA]","United States [us]","New Construction","v2009","Gold"
"MIT Graduate Student Residence","https://www.usgbc.org/projects/mit-graduate-student-residence","13 Nov 2009","Cambridge","Massachusetts [MA]","United States [us]","New Construction","v2.2","Gold"
"400 Technology Square","https://www.usgbc.org/projects/400-technology-square","9 Jul 2013","Cambridge","Massachusetts [MA]","United States [us]","Core and Shell","v2009","Gold"
"Boston Society of Architects","https://www.usgbc.org/projects/boston-society-architects","17 Dec 2012","Boston","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Gold"
"Northfield Mount Hermon - Arts Center","https://www.usgbc.org/projects/northfield-mount-hermon-arts-center","22 Jul 2009","Gill","Massachusetts [MA]","United States [us]","New Construction","v2.2","Gold"
"MIT Koch Institute","https://www.usgbc.org/projects/mit-koch-institute","27 Sep 2011","Cambridge","Massachusetts [MA]","United States [us]","New Construction","v2.2","Gold"
"JFK FEDERAL BUILDING","https://www.usgbc.org/projects/jfk-federal-building","3 Jan 2013","BOSTON","Massachusetts [MA]","United States [us]","Existing Buildings","v2009","Certified"
"Kensington Boston","https://www.usgbc.org/projects/kensington-boston","11 Mar 2014","Boston","Massachusetts [MA]","United States [us]","New Construction","v2009","Gold"
"265 Franklin Street","https://www.usgbc.org/projects/265-franklin-street","12 Jul 2016","Boston","Massachusetts [MA]","United States [us]","Existing Buildings","v2009","Gold"
"150 Second Street","https://www.usgbc.org/projects/150-second-street","25 Nov 2013","Cambridge","Massachusetts [MA]","United States [us]","Core and Shell","v2009","Platinum"
"20 CityPoint","https://www.usgbc.org/projects/20-citypoint","","Waltham","Massachusetts [MA]","United States [us]","Core and Shell","v2.0",""
"1030 Mass Ave Cambridge","https://www.usgbc.org/projects/1030-mass-ave-cambridge","13 Dec 2012","Cambridge","Massachusetts [MA]","United States [us]","Core and Shell","v2009","Gold"
"Waterside Place","https://www.usgbc.org/projects/waterside-place","13 Oct 2015","Boston","Massachusetts [MA]","United States [us]","New Construction","v2009","Gold"
"GSA Region 1 - PBS Permanent Location","https://www.usgbc.org/projects/gsa-region-1-pbs-permanent-location","17 Apr 2014","Boston","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Gold"
"200/300 Cambridge Discovery Park","https://www.usgbc.org/projects/200300-cambridge-discovery-park","27 Jun 2012","Cambridge","Massachusetts [MA]","United States [us]","Core and Shell","v2009","Gold"
"Wellesley Toyota","https://www.usgbc.org/projects/wellesley-toyota","26 Sep 2013","Wellesley","Massachusetts [MA]","United States [us]","New Construction","v2009","Silver"
"UMass Lowell Aiken Street Housing","https://www.usgbc.org/projects/umass-lowell-aiken-street-housing","10 Sep 2015","Lowell","Massachusetts [MA]","United States [us]","New Construction","v2009","Silver"
"333 Wyman Street","https://www.usgbc.org/projects/333-wyman-street","3 Jul 2013","Waltham","Massachusetts [MA]","United States [us]","Core and Shell","v2009","Certified"
"The Van Ness","https://www.usgbc.org/projects/van-ness-0","20 Jan 2016","Boston","Massachusetts [MA]","United States [us]","Core and Shell","v2.0","Gold"
"Sterling & Francine Clark Art Institute","https://www.usgbc.org/projects/sterling-francine-clark-art-institute","4 Feb 2016","Williamstown","Massachusetts [MA]","United States [us]","New Construction","v2.2","Gold"
"Harvard Kennedy School Hauser Center","https://www.usgbc.org/projects/harvard-kennedy-school-hauser-center","2 Sep 2010","Cambridge","Massachusetts [MA]","United States [us]","Commercial Interiors","v2.0","Silver"
"Dadanco Office Space","https://www.usgbc.org/projects/dadanco-office-space","7 Apr 2017","Westfield","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Gold"
"Boston Scientific Corp Quincy South","https://www.usgbc.org/projects/boston-scientific-corp-quincy-south","12 Jul 2012","Quincy","Massachusetts [MA]","United States [us]","New Construction","v2009","Silver"
"Watermark","https://www.usgbc.org/projects/watermark-0","24 Feb 2010","Cambridge","Massachusetts [MA]","United States [us]","Existing Buildings","v2009","Gold"
"815 Albany St Graduate Student Housing","https://www.usgbc.org/projects/815-albany-st-graduate-student-housing","9 Jan 2014","Boston","Massachusetts [MA]","United States [us]","New Construction","v2009","Gold"
"Commons at Southfield Highlands Bldg 2","https://www.usgbc.org/projects/commons-southfield-highlands-bldg-2","1 May 2013","Weymouth","Massachusetts [MA]","United States [us]","New Construction","v2009","Silver"
"Commons at Southfield Highlands Bldg 3","https://www.usgbc.org/projects/commons-southfield-highlands-bldg-3","1 May 2013","Weymouth","Massachusetts [MA]","United States [us]","New Construction","v2009","Silver"
"Boston Properties Offices at Prudential","https://www.usgbc.org/projects/boston-properties-offices-prudential","10 Dec 2009","Boston","Massachusetts [MA]","United States [us]","Commercial Interiors","v2.0","Certified"
"765 Commonwealth Avenue","https://www.usgbc.org/projects/765-commonwealth-avenue","22 Dec 2016","Boston","Massachusetts [MA]","United States [us]","New Construction","v2009","Gold"
"George N. Parks Minuteman Marching Band","https://www.usgbc.org/projects/george-n-parks-minuteman-marching-band","23 Apr 2012","Amherst","Massachusetts [MA]","United States [us]","New Construction","v2.2","Gold"
"Robert W. Healy Public Safety Facility","https://www.usgbc.org/projects/robert-w-healy-public-safety-facility-0","21 Jul 2010","Cambridge","Massachusetts [MA]","United States [us]","New Construction","v2.2","Silver"
"First Needham Place","https://www.usgbc.org/projects/first-needham-place","7 Oct 2013","Needham","Massachusetts [MA]","United States [us]","Existing Buildings","v2009","Silver"
"Rectrix Hangar","https://www.usgbc.org/projects/rectrix-hangar","","Bedford","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"41 Westland Ave","https://www.usgbc.org/projects/41-westland-ave","8 Feb 2015","Boston","Massachusetts [MA]","United States [us]","New Construction","v2009","Gold"
"MassDOT Maintenance Facility Andover","https://www.usgbc.org/projects/massdot-maintenance-facility-andover","16 Sep 2015","Andover","Massachusetts [MA]","United States [us]","New Construction","v2009","Certified"
"Dr. Martin Luther King, Jr. School","https://www.usgbc.org/projects/dr-martin-luther-king-jr-school","16 Jul 2018","Cambridge","Massachusetts [MA]","United States [us]","Schools - New Construction","v2009","Platinum"
"NorthPoint Apartment Tower - Parcel N","https://www.usgbc.org/projects/northpoint-apartment-tower-parcel-n","5 Nov 2015","Cambridge","Massachusetts [MA]","United States [us]","New Construction","v2009","Silver"
"Brown Brothers Harriman","https://www.usgbc.org/projects/brown-brothers-harriman","7 Mar 2016","Boston","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Silver"
"UMA - Paige Laboratory Renovations","https://www.usgbc.org/projects/uma-paige-laboratory-renovations","17 Feb 2017","Amherst","Massachusetts [MA]","United States [us]","New Construction","v2009","Silver"
"MIT Building E52","https://www.usgbc.org/projects/mit-building-e52","6 Jun 2017","Cambridge","Massachusetts [MA]","United States [us]","New Construction","v2009","Platinum"
"Headquarters Building Core/Shell","https://www.usgbc.org/projects/headquarters-building-coreshell","21 Apr 2016","Brighton","Massachusetts [MA]","United States [us]","Core and Shell","v2009","Platinum"
"131 Beverly","https://www.usgbc.org/projects/131-beverly","30 Aug 2017","Boston","Massachusetts [MA]","United States [us]","New Construction","v2009","Gold"
"Nichols College Academic Center","https://www.usgbc.org/projects/nichols-college-academic-center","27 Jul 2016","Dudley","Massachusetts [MA]","United States [us]","New Construction","v2009","Gold"
"Ink Block Sepia","https://www.usgbc.org/projects/ink-block-sepia","31 Oct 2016","Boston","Massachusetts [MA]","United States [us]","New Construction","v2009","Gold"
"130 Brookline Spec Lab","https://www.usgbc.org/projects/130-brookline-spec-lab","14 Nov 2015","Cambridge","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Gold"
"Boston Convention and Exhibition Center","https://www.usgbc.org/projects/boston-convention-and-exhibition-center","25 May 2016","Boston","Massachusetts [MA]","United States [us]","Existing Buildings","v2009","Silver"
"Christa McAuliffe Branch Library","https://www.usgbc.org/projects/christa-mcauliffe-branch-library","8 Mar 2017","Framingham","Massachusetts [MA]","United States [us]","New Construction","v2009","Silver"
"Life Time Center","https://www.usgbc.org/projects/life-time-center","14 Nov 2017","Newton","Massachusetts [MA]","United States [us]","Core and Shell","v2009","Gold"
"Thurgood Marshall Middle School","https://www.usgbc.org/projects/thurgood-marshall-middle-school","12 Jan 2018","Lynn","Massachusetts [MA]","United States [us]","Schools - New Construction","v2009","Gold"
"22 Federal St","https://www.usgbc.org/projects/22-federal-st","14 Jul 2016","Nantucket","Massachusetts [MA]","United States [us]","New Construction","v2009","Gold"
"Goodwin Procter - Boston","https://www.usgbc.org/projects/goodwin-procter-boston-0","16 Feb 2017","Boston","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Gold"
"C3 Office Hockey","https://www.usgbc.org/projects/c3-office-hockey","16 May 2018","Boston","Massachusetts [MA]","United States [us]","Core and Shell","v2009","Silver"
"AVA Theater District","https://www.usgbc.org/projects/ava-theater-district","7 Jun 2016","Boston","Massachusetts [MA]","United States [us]","New Construction","v2009","Silver"
"Worcester State University Wellness Cntr","https://www.usgbc.org/projects/worcester-state-university-wellness-cntr","3 Nov 2017","Worcester","Massachusetts [MA]","United States [us]","New Construction","v2009","Gold"
"EMA Drydock Office","https://www.usgbc.org/projects/ema-drydock-office","3 Mar 2017","Boston","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Silver"
"200 Sidney Street","https://www.usgbc.org/projects/200-sidney-street","9 May 2017","Cambridge","Massachusetts [MA]","United States [us]","Core and Shell","v2009","Gold"
"Suffolk University, Sargent Hall 5th flr","https://www.usgbc.org/projects/suffolk-university-sargent-hall-5th-flr","25 Jan 2017","Boston","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Gold"
"Boylston MA","https://www.usgbc.org/projects/boylston-ma","27 Sep 2017","Boston","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Silver"
"Chick-Fil-A-Cochituate Rd","https://www.usgbc.org/projects/chickfilacochituate-rd","28 Jun 2016","Framingham","Massachusetts [MA]","United States [us]","Retail - New Construction","v2009","Certified"
"Terminal C Connectors","https://www.usgbc.org/projects/terminal-c-connectors","","East Boston","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009",""
"Wolverine Worldwide","https://www.usgbc.org/projects/wolverine-worldwide","22 Dec 2016","Waltham","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Gold"
"200 Smith Street, Waltham MA","https://www.usgbc.org/projects/200-smith-street-waltham-ma","","Waltham","Massachusetts [MA]","United States [us]","Core and Shell","v4",""
"STCC - Building 19","https://www.usgbc.org/projects/stcc-building-19","","Springfield","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"ICVN Age Restrcted - Beacon Communities","https://www.usgbc.org/projects/icvn-age-restrcted-beacon-communities","5 Apr 2018","Duxbury","Massachusetts [MA]","United States [us]","Mid-rise","v2008","Silver"
"Hopkinton Dept. of Public Works Facility","https://www.usgbc.org/projects/hopkinton-dept-public-works-facility","","Hopkinton","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"40 Erie Street","https://www.usgbc.org/projects/40-erie-street","18 May 2017","Cambridge","Massachusetts [MA]","United States [us]","Core and Shell","v2009","Gold"
"Williams College Bookstore","https://www.usgbc.org/projects/williams-college-bookstore","16 Feb 2018","Williamstown","Massachusetts [MA]","United States [us]","New Construction","v2009","Platinum"
"109091 125 High St Flrs 14 + 15","https://www.usgbc.org/projects/109091-125-high-st-flrs-14-15","21 Sep 2017","Boston","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Gold"
"MIT Site 4","https://www.usgbc.org/projects/mit-site-4","","Cambridge","Massachusetts [MA]","United States [us]","New Construction","v4",""
"Attleboro MA Army Reserve Center","https://www.usgbc.org/projects/attleboro-ma-army-reserve-center","","Attleboro","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"375 Market Street","https://www.usgbc.org/projects/375-market-street-0","11 Jan 2016","Brighton","Massachusetts [MA]","United States [us]","Homes","v2008","Silver"
"610 Beacon Street - 30 Bay State Road","https://www.usgbc.org/projects/610-beacon-street-30-bay-state-road","","Boston","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"160 Federal","https://www.usgbc.org/projects/160-federal","26 Sep 2016","Boston","Massachusetts [MA]","United States [us]","Existing Buildings","v2009","Platinum"
"FAS Winthrop House","https://www.usgbc.org/projects/fas-winthrop-house-0","","Cambridge","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"Moxy Hotel","https://www.usgbc.org/projects/moxy-hotel","","Boston","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"TD Bank - Burlington MA - NEEP","https://www.usgbc.org/projects/td-bank-burlington-ma-neep","15 Mar 2017","Burlington","Massachusetts [MA]","United States [us]","Retail - Commercial Interiors","v2009","Gold"
"Templeton Elementary","https://www.usgbc.org/projects/templeton-elementary","","Templeton","Massachusetts [MA]","United States [us]","Schools - New Construction","v4",""
"200 Highland","https://www.usgbc.org/projects/200-highland","14 Feb 2017","Somerville","Massachusetts [MA]","United States [us]","Homes","v2008","Gold"
"Whitehead Infrastructure Improvement","https://www.usgbc.org/projects/whitehead-infrastructure-improvement","","Cambridge","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"Sterling Middle School","https://www.usgbc.org/projects/sterling-middle-school","","Quincy","Massachusetts [MA]","United States [us]","Schools - New Construction","v4",""
"Wellington 100 Federal 6th & 7th Floors","https://www.usgbc.org/projects/wellington-100-federal-6th-7th-floors","26 Jun 2017","Boston","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009","Silver"
"One Channel Center","https://www.usgbc.org/projects/one-channel-center-0","12 Oct 2016","Boston","Massachusetts [MA]","United States [us]","Existing Buildings","v2009","Gold"
"ICVN Age Unrestricted","https://www.usgbc.org/projects/icvn-age-unrestricted","9 Apr 2018","Duxbury","Massachusetts [MA]","United States [us]","Homes","v2008","Gold"
"ICVN Age Unrestricted","https://www.usgbc.org/projects/icvn-age-unrestricted-0","9 Apr 2018","Duxbury","Massachusetts [MA]","United States [us]","Homes","v2008","Gold"
"ICVN Age Unrestricted","https://www.usgbc.org/projects/icvn-age-unrestricted-1","9 Apr 2018","Duxbury","Massachusetts [MA]","United States [us]","Homes","v2008","Gold"
"Pilot House EBOM Recertification","https://www.usgbc.org/projects/pilot-house-ebom-recertification","","Boston","Massachusetts [MA]","United States [us]","Existing Buildings","v2009",""
"FAS Cabot Library","https://www.usgbc.org/projects/fas-cabot-library","4 Dec 2017","Cambridge","Massachusetts [MA]","United States [us]","Commercial Interiors","v4","Certified"
"Sanofi Genzyme Center, 50 Binney Street","https://www.usgbc.org/projects/sanofi-genzyme-center-50-binney-street","","Cambridge","Massachusetts [MA]","United States [us]","Commercial Interiors","v2009",""
"PA - Snyder Center","https://www.usgbc.org/projects/pa-snyder-center","30 May 2018","Andover","Massachusetts [MA]","United States [us]","New Construction","v2009","Platinum"
"Two Brookline Place","https://www.usgbc.org/projects/two-brookline-place","","Brookline","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"820 Commonwealth Avenue","https://www.usgbc.org/projects/820-commonwealth-avenue","","Brookline","Massachusetts [MA]","United States [us]","New Construction","v2009",""
"Coppersmith Village Townhouses--Unit 2","https://www.usgbc.org/projects/coppersmith-village-townhousesunit-2","","East Boston","Massachusetts [MA]","United States [us]","Homes","v4",""
"Coppersmith Village Townhouses--Unit 3","https://www.usgbc.org/projects/coppersmith-village-townhousesunit-3","","East Boston","Massachusetts [MA]","United States [us]","Homes","v4",""
"Coppersmith Village Townhouses--Unit 4","https://www.usgbc.org/projects/coppersmith-village-townhousesunit-4","","East Boston","Massachusetts [MA]","United States [us]","Homes","v4",""
"Coppersmith Village Townhouses--Unit 5","https://www.usgbc.org/projects/coppersmith-village-townhousesunit-5","","East Boston","Massachusetts [MA]","United States [us]","Homes","v4",""
"Coppersmith Village Townhouses--Unit 8","https://www.usgbc.org/projects/coppersmith-village-townhousesunit-8","","East Boston","Massachusetts [MA]","United States [us]","Homes","v4",""
"Coppersmith Village Midrise","https://www.usgbc.org/projects/coppersmith-village-midrise","","Boston","Massachusetts [MA]","United States [us]","Mid-rise","v4",""
"Coppersmith Village Townhouses--Unit 1","https://www.usgbc.org/projects/coppersmith-village-townhousesunit-1","","East Boston","Massachusetts [MA]","United States [us]","Homes","v4",""
