,Path,Certification date,City,State,Country,Rating system,Version,Certification level
11th Street,https://www.usgbc.org/projects/11th-street,4-Oct-10,Edgartown,Massachusetts [MA],United States [us],Homes,v2008,Gold
Sweet Autumn Farm,https://www.usgbc.org/projects/sweet-autumn-farm,6-Oct-10,Carlisle,Massachusetts [MA],United States [us],Homes,v2008,Silver
Cabot Street Homes,https://www.usgbc.org/projects/cabot-street-homes,13-Apr-11,Beverly,Massachusetts [MA],United States [us],Homes,v2008,Platinum
Sudbury Steel House,https://www.usgbc.org/projects/sudbury-steel-house,29-Jul-10,Sudbury,Massachusetts [MA],United States [us],Homes,v2008,Certified
Washington Beech Phase 1B,https://www.usgbc.org/projects/washington-beech-phase-1b,24-Jun-10,Boston,Massachusetts [MA],United States [us],Homes,v2008,Gold
Orleans Home,https://www.usgbc.org/projects/orleans-home,20-Jan-10,Orleans,Massachusetts [MA],United States [us],Homes,v2008,Gold
SNELL STREET RESIDENCE,https://www.usgbc.org/projects/snell-street-residence,10-Sep-12,AMHERST,Massachusetts [MA],United States [us],Homes,v2008,Silver
The Falk House,https://www.usgbc.org/projects/falk-house,16-Mar-12,Marblehead,Massachusetts [MA],United States [us],Homes,v2008,Silver
Curtis Residence,https://www.usgbc.org/projects/curtis-residence,13-Jan-09,Wellesley,Massachusetts [MA],United States [us],Homes,v2008,Gold
Grove St. Kingston,https://www.usgbc.org/projects/grove-st-kingston,6-Jul-10,Kingston,Massachusetts [MA],United States [us],Homes,v2008,Gold
3 Baywood,https://www.usgbc.org/projects/3-baywood,19-Aug-09,Orleans,Massachusetts [MA],United States [us],Homes,v2008,Gold
Shore Road,https://www.usgbc.org/projects/shore-road,6-Jan-10,Truro,Massachusetts [MA],United States [us],Homes,v2008,Platinum
8 Prospect St.,https://www.usgbc.org/projects/8-prospect-st,24-Jun-10,Great Barrington,Massachusetts [MA],United States [us],Homes,v2008,Gold
Habitat for Humanity of Greater Plymouth,https://www.usgbc.org/projects/habitat-humanity-greater-plymouth,12-Jan-09,Plymouth,Massachusetts [MA],United States [us],Homes,v2008,Gold
Habitat for Humanity Nantucket Green Hom,https://www.usgbc.org/projects/habitat-humanity-nantucket-green-hom,28-Sep-11,Nantucket,Massachusetts [MA],United States [us],Homes,v2008,Silver
134 Larch,https://www.usgbc.org/projects/134-larch,21-Oct-09,Cambridge,Massachusetts [MA],United States [us],Homes,v2008,Silver
The Print Shop,https://www.usgbc.org/projects/print-shop,16-Aug-10,Cambridge,Massachusetts [MA],United States [us],Homes,v2008,Gold
Egan House,https://www.usgbc.org/projects/egan-house,19-Mar-10,Jamaica Plain,Massachusetts [MA],United States [us],Homes,v2008,Platinum
One Reservoir,https://www.usgbc.org/projects/one-reservoir,19-May-10,Cambridge,Massachusetts [MA],United States [us],Homes,v2008,Certified
Lexington Place,https://www.usgbc.org/projects/lexington-place,10-Sep-09,Lexington,Massachusetts [MA],United States [us],Homes,v2008,Silver
Residences on Endicott,https://www.usgbc.org/projects/residences-endicott,6-Nov-09,Somerville,Massachusetts [MA],United States [us],Homes,v2008,Silver
Cushman and Wakefield of Massachusetts,https://www.usgbc.org/projects/cushman-and-wakefield-massachusetts,31-Mar-14,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Silver
TJX West Campus Building 400,https://www.usgbc.org/projects/tjx-west-campus-building-400,28-Mar-14,Marlborough,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Gold
TJX West Campus Building 300,https://www.usgbc.org/projects/tjx-west-campus-building-300,24-Mar-14,Marlborough,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Gold
Hau Lab Expansion,https://www.usgbc.org/projects/hau-lab-expansion,14-Mar-14,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Gold
NWL Level B1: SEAS Faculty Labs Fit-outs,https://www.usgbc.org/projects/nwl-level-b1-seas-faculty-labs-fit-outs,13-Mar-14,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Gold
Greenfield CC Core Modernization,https://www.usgbc.org/projects/greenfield-cc-core-modernization,13-Mar-14,Greenfield,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
100 Bay State Road,https://www.usgbc.org/projects/100-bay-state-road,2-Apr-13,Boston,Massachusetts [MA],United States [us],New Construction,v2009,Gold
Starbucks Independence & Haygood-VA Beac,https://www.usgbc.org/projects/starbucks-independence-haygood-va-beac,10-Feb-14,Boston,Massachusetts [MA],United States [us],Retail - Commercial Interiors,v1.0 pilot,Certified
Starbucks Camp Bowie & Littlepage,https://www.usgbc.org/projects/starbucks-camp-bowie-littlepage,10-Feb-14,Boston,Massachusetts [MA],United States [us],Retail - Commercial Interiors,v1.0 pilot,Certified
Starbucks 83rd & Mill Plain Blvd - Vanco,https://www.usgbc.org/projects/starbucks-83rd-mill-plain-blvd-vanco,10-Feb-14,Boston,Massachusetts [MA],United States [us],Retail - Commercial Interiors,v1.0 pilot,Certified
Waldfogel Health Center,https://www.usgbc.org/projects/waldfogel-health-center,22-Feb-14,Peabody,Massachusetts [MA],United States [us],New Construction,v2009,Silver
US Fish and Wildlife Hadley MA,https://www.usgbc.org/projects/us-fish-and-wildlife-hadley-ma,17-Feb-14,Hadley,Massachusetts [MA],United States [us],Existing Buildings,v2009,Gold
Seaport Square,https://www.usgbc.org/projects/seaport-square,13-Feb-14,Boston,Massachusetts [MA],United States [us],Neighborhood Development plan,v2009,Gold
Tufts University Sackler Center,https://www.usgbc.org/projects/tufts-university-sackler-center,13-Feb-14,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Certified
Reservoir Place,https://www.usgbc.org/projects/reservoir-place-0,17-Jan-14,Waltham,Massachusetts [MA],United States [us],Existing Buildings,v2009,Gold
Noble and Greenough Castle Renovation,https://www.usgbc.org/projects/noble-and-greenough-castle-renovation,6-Jan-14,Dedham,Massachusetts [MA],United States [us],New Construction,v2009,Gold
Boston College Stokes Academic,https://www.usgbc.org/projects/boston-college-stokes-academic,20-Dec-13,Newton,Massachusetts [MA],United States [us],New Construction,v2009,Silver
One Montvale Avenue,https://www.usgbc.org/projects/one-montvale-avenue,19-Dec-13,Stoneham,Massachusetts [MA],United States [us],Existing Buildings,v2009,Silver
Burlington Research Center - Phase 1,https://www.usgbc.org/projects/phase-one-burlington-research-center,17-Dec-13,Burlington,Massachusetts [MA],United States [us],Core and Shell,v2009,Gold
101 Huntington Avenue,https://www.usgbc.org/projects/101-huntington-avenue-0,17-Dec-13,Boston,Massachusetts [MA],United States [us],Existing Buildings,v2009,Gold
Microsoft - One Cambridge Center,https://www.usgbc.org/projects/microsoft-one-cambridge-center,6-Dec-13,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Silver
EMD Millipore F2 Renovation,https://www.usgbc.org/projects/emd-millipore-f2-renovation,4-Dec-13,Bedford,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Silver
New Natick High School,https://www.usgbc.org/projects/new-natick-high-school,21-Nov-13,Natick,Massachusetts [MA],United States [us],Schools - New Construction,v2009,Silver
Raytheon Interior Renovations to 235 Wym,https://www.usgbc.org/projects/raytheon-interior-renovations-235-wym,21-Nov-13,Waltham,Massachusetts [MA],United States [us],Commercial Interiors,v2.0,Certified
50 Milk Street,https://www.usgbc.org/projects/50-milk-street,11-Nov-13,Boston,Massachusetts [MA],United States [us],Existing Buildings,v2009,Silver
Eustis Street Firehouse,https://www.usgbc.org/projects/eustis-street-firehouse,6-Nov-13,Roxbury,Massachusetts [MA],United States [us],New Construction,v2009,Silver
Building B2 - 50-54 Joseph Agri Street a,https://www.usgbc.org/projects/building-b2-50-54-joseph-agri-street-0,5-Jun-12,South Boston,Massachusetts [MA],United States [us],Homes,v2008,Platinum
Building B3 - 19-29 General Josef Pilsud,https://www.usgbc.org/projects/building-b3-19-29-general-josef-pilsud-0,5-Jun-12,South Boston,Massachusetts [MA],United States [us],Homes,v2008,Platinum
Building B4 - 1204-1214 Columbia Road,https://www.usgbc.org/projects/building-b4-1204-1214-columbia-road-0,5-Jun-12,South Boston,Massachusetts [MA],United States [us],Homes,v2008,Platinum
37 Main Street Extension #19,https://www.usgbc.org/projects/37-main-street-extension-19-1,21-Dec-10,Harwich,Massachusetts [MA],United States [us],Homes,v2008,Platinum
37 Main Street Extension #21,https://www.usgbc.org/projects/37-main-street-extension-21-1,21-Dec-10,Harwich,Massachusetts [MA],United States [us],Homes,v2008,Platinum
37 Main Street Extension #23,https://www.usgbc.org/projects/37-main-street-extension-23-1,21-Dec-10,Harwich,Massachusetts [MA],United States [us],Homes,v2008,Platinum
36 Main Street Extension #11,https://www.usgbc.org/projects/36-main-street-extension-11-1,21-Dec-10,Harwich,Massachusetts [MA],United States [us],Homes,v2008,Platinum
36 Main Street Extension #13,https://www.usgbc.org/projects/36-main-street-extension-13-1,21-Dec-10,Harwich,Massachusetts [MA],United States [us],Homes,v2008,Platinum
36 Main Street Extension #15,https://www.usgbc.org/projects/36-main-street-extension-15-1,21-Dec-10,Harwich,Massachusetts [MA],United States [us],Homes,v2008,Platinum
35 Main Street Extension #3,https://www.usgbc.org/projects/35-main-street-extension-3-1,21-Dec-10,Harwich,Massachusetts [MA],United States [us],Homes,v2008,Platinum
35 Main Street Extension #7,https://www.usgbc.org/projects/35-main-street-extension-7-1,21-Dec-10,Harwich,Massachusetts [MA],United States [us],Homes,v2008,Platinum
35 Main Street Extension #9,https://www.usgbc.org/projects/35-main-street-extension-9-1,21-Dec-10,Harwich,Massachusetts [MA],United States [us],Homes,v2008,Platinum
35 Main Street Extension #1,https://www.usgbc.org/projects/35-main-street-extension-1-1,21-Dec-10,Harwich,Massachusetts [MA],United States [us],Homes,v2008,Platinum
37 Main Street Extension #19,https://www.usgbc.org/projects/37-main-street-extension-19-0,21-Dec-10,Harwich,Massachusetts [MA],United States [us],Homes,v2008,Platinum
37 Main Street Extension #21,https://www.usgbc.org/projects/37-main-street-extension-21-0,21-Dec-10,Harwich,Massachusetts [MA],United States [us],Homes,v2008,Platinum
37 Main Street Extension #23,https://www.usgbc.org/projects/37-main-street-extension-23-0,21-Dec-10,Harwich,Massachusetts [MA],United States [us],Homes,v2008,Platinum
36 Main Street Extension #13,https://www.usgbc.org/projects/36-main-street-extension-13-0,21-Dec-10,Harwich,Massachusetts [MA],United States [us],Homes,v2008,Platinum
36 Main Street Extension #15,https://www.usgbc.org/projects/36-main-street-extension-15-0,21-Dec-10,Harwich,Massachusetts [MA],United States [us],Homes,v2008,Platinum
35 Main Street Extension #9,https://www.usgbc.org/projects/35-main-street-extension-9-0,21-Dec-10,Harwich,Massachusetts [MA],United States [us],Homes,v2008,Platinum
36 Main Street Extension #11,https://www.usgbc.org/projects/36-main-street-extension-11-0,21-Dec-10,Harwich,Massachusetts [MA],United States [us],Homes,v2008,Platinum
35 Main Street Extension #3,https://www.usgbc.org/projects/35-main-street-extension-3-0,21-Dec-10,Harwich,Massachusetts [MA],United States [us],Homes,v2008,Platinum
35 Main Street Extension #7,https://www.usgbc.org/projects/35-main-street-extension-7-0,21-Dec-10,Harwich,Massachusetts [MA],United States [us],Homes,v2008,Platinum
35 Main Street Extension #1,https://www.usgbc.org/projects/35-main-street-extension-1-0,21-Dec-10,Harwich,Massachusetts [MA],United States [us],Homes,v2008,Platinum
Watermark Two,https://www.usgbc.org/projects/watermark-two,30-Oct-13,Cambridge,Massachusetts [MA],United States [us],New Construction,v2009,Silver
192 Lexington Street - Unit #2,https://www.usgbc.org/projects/192-lexington-street-unit-2-0,2-Feb-12,Newton,Massachusetts [MA],United States [us],Homes,v2008,Gold
87 St. Mary's Street,https://www.usgbc.org/projects/87-st-marys-street,5-Apr-12,Brookline,Massachusetts [MA],United States [us],Homes,v2008,Gold
85 St. Mary's Street,https://www.usgbc.org/projects/85-st-marys-street,5-Apr-12,Brookline,Massachusetts [MA],United States [us],Homes,v2008,Gold
Boston Children's Museum,https://www.usgbc.org/projects/boston-childrens-museum,3-Mar-08,Boston,Massachusetts [MA],United States [us],New Construction,v2.1,Gold
Kohl's Plymouth,https://www.usgbc.org/projects/kohls-plymouth,10-Jun-13,Plymouth,Massachusetts [MA],United States [us],Existing Buildings,v2.0,Certified
Kohl's Saugus,https://www.usgbc.org/projects/kohls-saugus,10-Jun-13,Saugus,Massachusetts [MA],United States [us],Existing Buildings,v2.0,Certified
Kohl's Pembroke,https://www.usgbc.org/projects/kohls-pembroke,10-Jun-13,Pembroke,Massachusetts [MA],United States [us],Existing Buildings,v2.0,Certified
Kohl's Mansfield,https://www.usgbc.org/projects/kohls-mansfield,10-Jun-13,Mansfield,Massachusetts [MA],United States [us],Existing Buildings,v2.0,Certified
Kohl's Stoughton,https://www.usgbc.org/projects/kohls-stoughton,19-Apr-12,Stoughton,Massachusetts [MA],United States [us],Existing Buildings,v2009,Certified
Kohl's North Dartmouth,https://www.usgbc.org/projects/kohls-north-dartmouth,19-Apr-12,Dartmouth,Massachusetts [MA],United States [us],Existing Buildings,v2009,Certified
Kohl's Leominster,https://www.usgbc.org/projects/kohls-leominster,19-Apr-12,Leominster,Massachusetts [MA],United States [us],Existing Buildings,v2009,Certified
Kohl's Taunton,https://www.usgbc.org/projects/kohls-taunton,19-Apr-12,Taunton,Massachusetts [MA],United States [us],Existing Buildings,v2009,Certified
Kohl's Millbury,https://www.usgbc.org/projects/kohls-millbury,19-Apr-12,Millbury,Massachusetts [MA],United States [us],Existing Buildings,v2009,Silver
Kohl's Hingham,https://www.usgbc.org/projects/kohls-hingham,8-Jul-11,Hingham,Massachusetts [MA],United States [us],Existing Buildings,v2009,Silver
Kohl's Northborough,https://www.usgbc.org/projects/kohls-northborough,1-Feb-12,Northborough,Massachusetts [MA],United States [us],Retail - New Construction,v1.0 pilot,Silver
"Pembroke, MA",https://www.usgbc.org/projects/pembroke-ma,7-Oct-13,Pembroke,Massachusetts [MA],United States [us],Retail - New Construction,v1.0 pilot,Certified
"Chelmsford, MA",https://www.usgbc.org/projects/chelmsford-ma,7-Oct-13,Chelmsford,Massachusetts [MA],United States [us],Retail - New Construction,v1.0 pilot,Certified
BioMed Realty at 101 Main,https://www.usgbc.org/projects/biomed-realty-101-main,1-Oct-13,Cambridge,Massachusetts [MA],United States [us],Commercial Interiors,v2009,Silver
Northampton Police Department,https://www.usgbc.org/projects/northampton-police-department,30-Sep-13,Northampton,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
WPI Recreation Center,https://www.usgbc.org/projects/wpi-recreation-center,26-Sep-13,Worcester,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
One Beacon Street Recertification,https://www.usgbc.org/projects/one-beacon-street-recertification,25-Sep-13,Boston,Massachusetts [MA],United States [us],Existing Buildings,v2009,Platinum
234 State Street,https://www.usgbc.org/projects/234-state-street,25-May-12,Northampton,Massachusetts [MA],United States [us],Homes,v2008,Gold
122 Shornecliffe Road,https://www.usgbc.org/projects/122-shornecliffe-road,29-May-12,Newton,Massachusetts [MA],United States [us],Homes,v2008,Gold
5 Penny Lane,https://www.usgbc.org/projects/5-penny-lane,24-Jan-11,Townsend,Massachusetts [MA],United States [us],Homes,v2008,Gold
PVHFH Garfield Ave,https://www.usgbc.org/projects/pvhfh-garfield-ave,25-May-12,Florence,Massachusetts [MA],United States [us],Homes,v2008,Silver
PVHFH Garfield Ave,https://www.usgbc.org/projects/pvhfh-garfield-ave-0,25-May-12,Florence,Massachusetts [MA],United States [us],Homes,v2008,Silver
50 Pleasant Street,https://www.usgbc.org/projects/50-pleasant-street,5-Feb-10,Hingham,Massachusetts [MA],United States [us],Homes,v2008,Certified
1 stonewall road,https://www.usgbc.org/projects/1-stonewall-road,12-Nov-10,lexington,Massachusetts [MA],United States [us],Homes,v2008,Gold
147 North Road,https://www.usgbc.org/projects/147-north-road,5-Nov-09,Chilmark,Massachusetts [MA],United States [us],Homes,v2008,Certified
Third Sector New England-One Lincoln Pla,https://www.usgbc.org/projects/third-sector-new-england-one-lincoln-pla,23-Jun-06,Boston,Massachusetts [MA],United States [us],Commercial Interiors,v1.0 pilot,Certified
"AJ Martini, Inc.",https://www.usgbc.org/projects/aj-martini-inc,11-Jul-05,Winchester,Massachusetts [MA],United States [us],Existing Buildings,v1.0 pilot,Silver
"U.S. EPA, New England Regional Laborator",https://www.usgbc.org/projects/us-epa-new-england-regional-laborator,2-Feb-03,Chelmsford,Massachusetts [MA],United States [us],New Construction,v1.0 pilot,Gold
Holy Cross Figge Hall,https://www.usgbc.org/projects/holy-cross-figge-hall,11-Apr-12,Worcester,Massachusetts [MA],United States [us],New Construction,v2.2,Gold
One Boston Place,https://www.usgbc.org/projects/one-boston-place-0,15-Sep-13,Boston,Massachusetts [MA],United States [us],Existing Buildings,v2009,Gold
